id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
973,Meet John Doe,7.3,220,1941-03-14,122,English,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",8.905,/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg,"Comedy, Drama","frank capra productions, warner bros. pictures",United States of America,English,Prime Video,meet john doe
59129,Outpost,5.905,220,2008-03-11,90,English,"In a seedy bar in a town ravaged by war, scientist and businessman Hunt hires mercenary and former Royal Marine D.C. to assemble a crack team of ex-soldiers to protect him on a dangerous journey into no-man's land. Their mission is to scope out an old military bunker in Eastern Europe. It should be easy – 48 hours at the most. Lots of cash for little risk. Or so he says...",8.304,/rwWEsWV1DNCqZudEiHvk1NPeUla.jpg,"Action, Adventure, Horror","black camel pictures, regent capital",United Kingdom,English,Prime Video,outpost
32598,Fever Pitch,6.509,219,1997-04-04,102,English,"A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",11.059,/xTpZGWVo5DDk1oQUrUJcRjqGzGg.jpg,"Comedy, Romance","scala productions, wildgaze films, film4 productions",United Kingdom,English,Prime Video,fever pitch
51174,Factory Girl,6.011,218,2006-12-29,90,English,"In the mid-1960s, wealthy debutant Edie Sedgwick meets artist Andy Warhol. She joins Warhol's famous Factory and becomes his muse. Although she seems to have it all, Edie cannot have the love she craves from Andy, and she has an affair with a charismatic musician, who pushes her to seek independence from the artist and the milieu.",11.021,/AnST5KCSSzUGGh7rbhtrqSkB70f.jpg,"Drama, History","the weinstein company, lift productions, holly wiersma productions",United States of America,"English, French, Slovak",Prime Video,factory girl
5205,Motel Hell,5.768,213,1980-08-14,102,English,"Farmer Vincent Smith and his sister Ida run a motel attached to a farm where they capture unsuspecting travelers, bury them alive, fatten them up and then harvest their bodies as ingredients for his famous brand of ""smoked meats.""",12.143,/sb63i9ZDqin0Mh37B5sLiZSQY6A.jpg,"Comedy, Horror","camp hill, united artists",United States of America,English,Prime Video,motel hell
4593,Family Business,5.624,210,1989-12-06,110,English,"Jessie is an aging career criminal who has been in more jails, fights, schemes, and lineups than just about anyone else. His son Vito, while currently on the straight and narrow, has had a fairly shady past and is indeed no stranger to illegal activity. They both have great hope for Adam, Vito's son and Jessie's grandson, who is bright, good-looking, and without a criminal past.",16.027,/9HhRk8eUjxUf0CDHTS9YcUk8TTB.jpg,"Crime, Action, Comedy, Drama, Thriller","tristar pictures, gordon company, regency international pictures, the a. milchan investment group",United States of America,English,Netflix,family business
25856,Wuthering Heights,5.9,210,2011-09-09,124,English,"Yorkshire moorlands, northern England, in the late 18th century. Young Heathcliff, rescued from the streets of Liverpool by Mr. Earnshaw, the owner of Wuthering Heights, an isolated farm, develops over the years an insane passion for Cathy, his foster sister, a sick obsession destined to end tragically.",11.745,/7gEcoCve3lmPOIPRp54K73b6rDv.jpg,"Drama, Romance","ecosse films, uk film council, film4 productions, goldcrest, screen yorkshire, hanway films",United Kingdom,English,Prime Video,wuthering heights
7706,Animal Crackers,6.9,209,1930-08-08,97,English,"The well-known explorer and hunter Captain Spaulding has just returned from Africa, and is being welcomed home with a lavish party at the estate of influential society matron Mrs. Rittenhouse when a valuable painting goes missing. The intrepid Captain Spaulding attempts to solve the crime with the help of his silly secretary Horatio Jamison, while sparring with the anarchic Signor Emanuel Ravelli and his nutty sidekick The Professor.",7.473,/qj7owFXzCtIbZC51O8NwLe4Kde4.jpg,"Comedy, Music",paramount,United States of America,English,Netflix,animal crackers
127194,The D Train,4.818,209,2015-05-08,101,English,"With his 20th reunion looming, Dan can’t shake his high school insecurities. In a misguided mission to prove he’s changed, Dan rekindles a friendship with the popular guy from his class and is left scrambling to protect more than just his reputation when a wild night takes an unexpected turn.",14.12,/p3X4ea0xirJRiHGRtk47fSrmH9I.jpg,"Drama, Comedy","rip cord productions, ealing studios, electric dynamite, londinium films","United Kingdom, United States of America",English,Netflix,the d train
1919,Madeline,6.115,209,1998-07-10,89,English,"Horrified at the prospect of her beloved school being sold, a young French girl named Madeline uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",10.558,/nAGRLwJC0jv7QlfJR6y32xRZqcF.jpg,"Family, Comedy, Drama","tristar pictures, jaffilms inc., madeline films",United States of America,"English, French, Spanish",Prime Video,madeline
2859,Stop Making Sense,8.236,208,1984-11-16,88,English,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals.",19.989,/uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg,"Music, Documentary","talking heads, arnold stiefel company, palm pictures, a24",United States of America,English,Prime Video,stop making sense
3773,House Party,6.394,208,1990-03-09,100,English,"Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.",14.366,/gzrhKFlfzBUBCkXz272B4ZiGc9l.jpg,Comedy,new line cinema,United States of America,English,Netflix,house party
2737,Assassination,7.4,207,2015-07-22,140,ko,"In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",12.635,/h4waWHgfIaqcFfMQ38aKDs6Pkw3.jpg,"Adventure, Action, Thriller","caper film, showbox",South Korea,"Cantonese, Mandarin, Korean, French, English, Japanese",Prime Video,assassination
3549,Guys and Dolls,6.6,206,1955-12-23,150,English,"Gambler Nathan Detroit has few options for the location of his big craps game. Needing $1,000 to pay a garage owner to host the game, Nathan bets Sky Masterson that Sky cannot get virtuous Sarah Brown out on a date. Despite some resistance, Sky negotiates a date with her in exchange for bringing people into her mission. Meanwhile, Nathan's longtime fiancée, Adelaide, wants him to go legit and marry her.",8.39,/mrSM6laJJLBVdMdWfeNRa1innnk.jpg,"Comedy, Crime, Romance","samuel goldwyn productions, metro-goldwyn-mayer",United States of America,English,Prime Video,guys and dolls
2518,Night Shift,5.369,206,2020-05-21,98,French,"Three officers are tasked with escorting an illegal immigrant to Charles de Gaulle airport, where he will be forced onto a plane and sent back to his homeland. But when they find out about the truth, they have to make a difficult choice.",7.495,/52KQaRQiEIZ9TE4P5iIrRIK7Wej.jpg,Drama,"f comme film, ciné-@, studiocanal",France,French,Prime Video,night shift
171023,The Hero,6.107,206,2017-06-09,97,English,"Lee, a former Western film icon, is living a comfortable existence lending his golden voice to advertisements and smoking weed. After receiving a lifetime achievement award and unexpected news, Lee reexamines his past, while a chance meeting with a sardonic comic has him looking to the future.",7.753,/1xz4ggwOJi8FUsjsLDbFrCxyK0e.jpg,Drama,"northern lights films, park pictures features, houston king productions",United States of America,English,Prime Video,the hero
2392,Jack Frost,5.063,205,1997-11-18,89,English,"As a notorious serial killer is being driven to his execution, the truck carrying him encounters a bizarre accident that transforms him into a mutant snowman. The sheriff who originally caught the psychopath has remained concerned about his return, and it seems that his fears were well-founded. Before long, bodies pile up, all killed in gruesome wintry ways. Can the sheriff stop the murderer's icy reign of terror?",8.887,/sXOATwGluNbb9ezfG6DvXCiXvJp.jpg,"Fantasy, Horror, Comedy","moonstone entertainment, frost bite films ltd., storyteller films ltd.",United States of America,English,Prime Video,jack frost
4518,The Lair of the White Worm,5.9,205,1988-09-21,93,English,"When an archaeologist uncovers a strange skull in a foreign land, the residents of a nearby town begin to disappear, leading to further inexplicable occurrences.",13.423,/bhL5Z8srwSXJuosfBqei9Dxv41C.jpg,"Comedy, Horror",white lair,United Kingdom,English,Prime Video,the lair of the white worm
55995,Beowulf,4.265,205,1999-04-01,95,English,"Beowulf is a wanderer who learns about a man-eating creature called Grendel, which comes in the night to devour warriors trapped at the Outpost. The Outpost is ruled by Hrothgar. He has a daughter, whose husband may have been murdered by the Outpost's master of arms.",16.688,/ktX5naCHfERaoDVaCUOITPIFrFd.jpg,"Adventure, Fantasy, Action","dimension films, ctv international, the kushner-locke company, capitol films, threshold entertainment, european motion pictures productions ltd","France, United States of America",English,Netflix,beowulf
550,Threesome,6.328,204,1994-04-08,93,English,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",10.405,/gHXXhuGJKUjq5Pl9RNgfQbqLIxw.jpg,"Comedy, Drama, Romance","tristar pictures, motion picture corporation of america",United States of America,English,Prime Video,threesome
57536,Strange Wilderness,4.862,203,2008-02-01,87,English,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",10.066,/eDEKfmeQ5ZhdKqtig97L5gyi7NR.jpg,Comedy,"pelican productions llc, paramount, happy madison productions",United States of America,"English, Portuguese",Prime Video,strange wilderness
34528,Junebug,6.611,202,2005-08-03,106,English,"On the way to meet with an independent artist in the South, newlywed art dealer Madeleine is convinced by her husband, George, that they should stop to meet his family in North Carolina. Madeleine's affluent lifestyle clashes with the family, but she befriends George's wide-eyed and pregnant sister-in-law, Ashley, who is nearing her due date. Through the family, Madeleine gains greater insight into George's character.",16.762,/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,"Comedy, Drama",epoch films,United States of America,English,Netflix,junebug
